M_ID,value,meas_ID,type,sub_type,units,date,year,doy,dap
5,180,gleaf_len,msr,LEAF-5,cm,01/13/2015,2015,13,182
5,170,gleaf_len,msr,LEAF-6,cm,01/13/2015,2015,13,182
5,170,gleaf_len,msr,LEAF-7,cm,01/13/2015,2015,13,182
5,100,gleaf_len,msr,LEAF-8,cm,01/13/2015,2015,13,182
5,150,gleaf_len,msr,LEAF-1,cm,01/13/2015,2015,13,182
5,170,gleaf_len,msr,LEAF-2,cm,01/13/2015,2015,13,182
5,140,gleaf_len,msr,LEAF-3,cm,01/13/2015,2015,13,182
5,160,gleaf_len,msr,LEAF-4,cm,01/13/2015,2015,13,182
5,140,gleaf_len,msr,LEAF-5,cm,01/13/2015,2015,13,182
5,140,gleaf_len,msr,LEAF-1,cm,01/13/2015,2015,13,182
5,140,gleaf_len,msr,LEAF-2,cm,01/13/2015,2015,13,182
5,140,gleaf_len,msr,LEAF-3,cm,01/13/2015,2015,13,182
5,95,gleaf_len,msr,LEAF-1,cm,01/13/2015,2015,13,182
5,120,gleaf_len,msr,LEAF-2,cm,01/13/2015,2015,13,182
5,120,gleaf_len,msr,LEAF-3,cm,01/13/2015,2015,13,182
5,140,gleaf_len,msr,LEAF-4,cm,01/13/2015,2015,13,182
5,124,gleaf_len,msr,LEAF-1,cm,01/13/2015,2015,13,182
5,140,gleaf_len,msr,LEAF-2,cm,01/13/2015,2015,13,182
5,135,gleaf_len,msr,LEAF-3,cm,01/13/2015,2015,13,182
5,150,gleaf_len,msr,LEAF-4,cm,01/13/2015,2015,13,182
8,1.7,gleaf_wid,msr,LEAF-1,cm,08/15/2015,2015,227,68
8,1.3,gleaf_wid,msr,LEAF-2,cm,08/15/2015,2015,227,68
8,1.2,gleaf_wid,msr,LEAF-1,cm,08/15/2015,2015,227,68
8,1,gleaf_wid,msr,LEAF-2,cm,08/15/2015,2015,227,68
8,1.4,gleaf_wid,msr,LEAF-1,cm,08/15/2015,2015,227,68
8,1.2,gleaf_wid,msr,LEAF-2,cm,08/15/2015,2015,227,68
8,1,gleaf_wid,msr,LEAF-3,cm,08/15/2015,2015,227,68
8,0.5,gleaf_wid,msr,LEAF-4,cm,08/15/2015,2015,227,68
8,1.5,gleaf_wid,msr,LEAF-1,cm,08/15/2015,2015,227,68
8,1.3,gleaf_wid,msr,LEAF-2,cm,08/15/2015,2015,227,68
8,1,gleaf_wid,msr,LEAF-3,cm,08/15/2015,2015,227,68
8,3.7,gleaf_wid,msr,LEAF-4,cm,08/15/2015,2015,227,68
8,1.5,gleaf_wid,msr,LEAF-1,cm,08/15/2015,2015,227,68
8,2.4,gleaf_wid,msr,LEAF-2,cm,08/15/2015,2015,227,68
8,2.4,gleaf_wid,msr,LEAF-3,cm,08/15/2015,2015,227,68
8,2.3,gleaf_wid,msr,LEAF-1,cm,08/15/2015,2015,227,68
8,2,gleaf_wid,msr,LEAF-2,cm,08/15/2015,2015,227,68
8,1.7,gleaf_wid,msr,LEAF-3,cm,08/15/2015,2015,227,68
8,2.2,gleaf_wid,msr,LEAF-1,cm,08/15/2015,2015,227,68
8,2.2,gleaf_wid,msr,LEAF-2,cm,08/15/2015,2015,227,68
8,1.7,gleaf_wid,msr,LEAF-3,cm,08/15/2015,2015,227,68
8,1.6,gleaf_wid,msr,LEAF-4,cm,08/15/2015,2015,227,68
8,0.9,gleaf_wid,msr,LEAF-1,cm,08/15/2015,2015,227,68
8,1.2,gleaf_wid,msr,LEAF-2,cm,08/15/2015,2015,227,68
8,0.4,gleaf_wid,msr,LEAF-3,cm,08/15/2015,2015,227,68
8,1.6,gleaf_wid,msr,LEAF-1,cm,08/15/2015,2015,227,68
8,1.5,gleaf_wid,msr,LEAF-2,cm,08/15/2015,2015,227,68
8,1.3,gleaf_wid,msr,LEAF-3,cm,08/15/2015,2015,227,68
8,1.5,gleaf_wid,msr,LEAF-1,cm,08/15/2015,2015,227,68
8,2,gleaf_wid,msr,LEAF-1,cm,08/15/2015,2015,227,68
8,1.7,gleaf_wid,msr,LEAF-2,cm,08/15/2015,2015,227,68
8,1.4,gleaf_wid,msr,LEAF-3,cm,08/15/2015,2015,227,68
8,1.3,gleaf_wid,msr,LEAF-4,cm,08/15/2015,2015,227,68
8,1.8,gleaf_wid,msr,LEAF-1,cm,08/15/2015,2015,227,68
8,1.2,gleaf_wid,msr,LEAF-2,cm,08/15/2015,2015,227,68
8,1.5,gleaf_wid,msr,LEAF-3,cm,08/15/2015,2015,227,68
8,1.5,gleaf_wid,msr,LEAF-1,cm,08/15/2015,2015,227,68
8,1.2,gleaf_wid,msr,LEAF-2,cm,08/15/2015,2015,227,68
8,0.8,gleaf_wid,msr,LEAF-3,cm,08/15/2015,2015,227,68
8,2.1,gleaf_wid,msr,LEAF-1,cm,08/15/2015,2015,227,68
8,1.8,gleaf_wid,msr,LEAF-2,cm,08/15/2015,2015,227,68
8,1.4,gleaf_wid,msr,LEAF-3,cm,08/15/2015,2015,227,68
8,2,gleaf_wid,msr,LEAF-1,cm,08/15/2015,2015,227,68
8,2,gleaf_wid,msr,LEAF-2,cm,08/15/2015,2015,227,68
8,1.6,gleaf_wid,msr,LEAF-1,cm,08/15/2015,2015,227,68
8,1.5,gleaf_wid,msr,LEAF-2,cm,08/15/2015,2015,227,68
8,1,gleaf_wid,msr,LEAF-3,cm,08/15/2015,2015,227,68
7,1.5,gleaf_wid,msr,LEAF-1,cm,08/15/2015,2015,227,68
7,1,gleaf_wid,msr,LEAF-2,cm,08/15/2015,2015,227,68
7,0.8,gleaf_wid,msr,LEAF-3,cm,08/15/2015,2015,227,68
7,1.8,gleaf_wid,msr,LEAF-1,cm,08/15/2015,2015,227,68
7,1.4,gleaf_wid,msr,LEAF-2,cm,08/15/2015,2015,227,68
7,1.2,gleaf_wid,msr,LEAF-3,cm,08/15/2015,2015,227,68
7,1.1,gleaf_wid,msr,LEAF-4,cm,08/15/2015,2015,227,68
7,1.4,gleaf_wid,msr,LEAF-1,cm,08/15/2015,2015,227,68
7,1.5,gleaf_wid,msr,LEAF-2,cm,08/15/2015,2015,227,68
7,2,gleaf_wid,msr,LEAF-1,cm,08/15/2015,2015,227,68
7,3,gleaf_wid,msr,LEAF-1,cm,08/15/2015,2015,227,68
7,2.5,gleaf_wid,msr,LEAF-2,cm,08/15/2015,2015,227,68
7,3,gleaf_wid,msr,LEAF-3,cm,08/15/2015,2015,227,68
7,1.3,gleaf_wid,msr,LEAF-1,cm,08/15/2015,2015,227,68
7,1.5,gleaf_wid,msr,LEAF-2,cm,08/15/2015,2015,227,68
7,1.7,gleaf_wid,msr,LEAF-1,cm,08/15/2015,2015,227,68
7,1.8,gleaf_wid,msr,LEAF-2,cm,08/15/2015,2015,227,68
7,1.5,gleaf_wid,msr,LEAF-1,cm,08/15/2015,2015,227,68
7,1.3,gleaf_wid,msr,LEAF-2,cm,08/15/2015,2015,227,68
7,1.8,gleaf_wid,msr,LEAF-3,cm,08/15/2015,2015,227,68
7,0.5,gleaf_wid,msr,LEAF-1,cm,08/15/2015,2015,227,68
7,2.5,gleaf_wid,msr,LEAF-1,cm,08/15/2015,2015,227,68
7,1.9,gleaf_wid,msr,LEAF-2,cm,08/15/2015,2015,227,68
7,2,gleaf_wid,msr,LEAF-3,cm,08/15/2015,2015,227,68
7,2.5,gleaf_wid,msr,LEAF-1,cm,08/15/2015,2015,227,68
7,2.2,gleaf_wid,msr,LEAF-1,cm,08/15/2015,2015,227,68
7,1.8,gleaf_wid,msr,LEAF-1,cm,08/15/2015,2015,227,68
7,1.3,gleaf_wid,msr,LEAF-2,cm,08/15/2015,2015,227,68
7,2,gleaf_wid,msr,LEAF-1,cm,08/15/2015,2015,227,68
7,2.2,gleaf_wid,msr,LEAF-2,cm,08/15/2015,2015,227,68
7,2.1,gleaf_wid,msr,LEAF-1,cm,08/15/2015,2015,227,68
7,1.8,gleaf_wid,msr,LEAF-2,cm,08/15/2015,2015,227,68
7,2.1,gleaf_wid,msr,LEAF-3,cm,08/15/2015,2015,227,68
7,1.5,gleaf_wid,msr,LEAF-1,cm,08/15/2015,2015,227,68
7,1.3,gleaf_wid,msr,LEAF-2,cm,08/15/2015,2015,227,68
8,2,gleaf_wid,msr,LEAF-1,cm,09/14/2015,2015,257,98
8,2,gleaf_wid,msr,LEAF-2,cm,09/14/2015,2015,257,98
8,1.6,gleaf_wid,msr,LEAF-3,cm,09/14/2015,2015,257,98
8,1.5,gleaf_wid,msr,LEAF-4,cm,09/14/2015,2015,257,98
8,1,gleaf_wid,msr,LEAF-5,cm,09/14/2015,2015,257,98
8,1.3,gleaf_wid,msr,LEAF-6,cm,09/14/2015,2015,257,98
8,1.9,gleaf_wid,msr,LEAF-1,cm,09/14/2015,2015,257,98
8,1.7,gleaf_wid,msr,LEAF-2,cm,09/14/2015,2015,257,98
8,1.4,gleaf_wid,msr,LEAF-3,cm,09/14/2015,2015,257,98
8,1,gleaf_wid,msr,LEAF-4,cm,09/14/2015,2015,257,98
8,1.2,gleaf_wid,msr,LEAF-5,cm,09/14/2015,2015,257,98
8,1.1,gleaf_wid,msr,LEAF-6,cm,09/14/2015,2015,257,98
8,2.2,gleaf_wid,msr,LEAF-1,cm,09/14/2015,2015,257,98
8,1.9,gleaf_wid,msr,LEAF-2,cm,09/14/2015,2015,257,98
8,1.4,gleaf_wid,msr,LEAF-3,cm,09/14/2015,2015,257,98
8,1.2,gleaf_wid,msr,LEAF-4,cm,09/14/2015,2015,257,98
8,2.3,gleaf_wid,msr,LEAF-1,cm,09/14/2015,2015,257,98
8,2.4,gleaf_wid,msr,LEAF-2,cm,09/14/2015,2015,257,98
8,1.9,gleaf_wid,msr,LEAF-3,cm,09/14/2015,2015,257,98
8,1.6,gleaf_wid,msr,LEAF-4,cm,09/14/2015,2015,257,98
8,1.2,gleaf_wid,msr,LEAF-5,cm,09/14/2015,2015,257,98
8,1.5,gleaf_wid,msr,LEAF-1,cm,09/14/2015,2015,257,98
8,1.2,gleaf_wid,msr,LEAF-2,cm,09/14/2015,2015,257,98
8,1,gleaf_wid,msr,LEAF-3,cm,09/14/2015,2015,257,98
8,1.1,gleaf_wid,msr,LEAF-4,cm,09/14/2015,2015,257,98
8,2.5,gleaf_wid,msr,LEAF-1,cm,09/14/2015,2015,257,98
8,1.8,gleaf_wid,msr,LEAF-2,cm,09/14/2015,2015,257,98
8,1,gleaf_wid,msr,LEAF-3,cm,09/14/2015,2015,257,98
8,2,gleaf_wid,msr,LEAF-4,cm,09/14/2015,2015,257,98
8,1.5,gleaf_wid,msr,LEAF-5,cm,09/14/2015,2015,257,98
8,2.5,gleaf_wid,msr,LEAF-1,cm,09/14/2015,2015,257,98
8,2.3,gleaf_wid,msr,LEAF-2,cm,09/14/2015,2015,257,98
8,2.5,gleaf_wid,msr,LEAF-3,cm,09/14/2015,2015,257,98
8,2.2,gleaf_wid,msr,LEAF-4,cm,09/14/2015,2015,257,98
8,1.9,gleaf_wid,msr,LEAF-5,cm,09/14/2015,2015,257,98
8,2.7,gleaf_wid,msr,LEAF-1,cm,09/14/2015,2015,257,98
8,2.7,gleaf_wid,msr,LEAF-2,cm,09/14/2015,2015,257,98
8,2.5,gleaf_wid,msr,LEAF-3,cm,09/14/2015,2015,257,98
8,2,gleaf_wid,msr,LEAF-4,cm,09/14/2015,2015,257,98
8,1.5,gleaf_wid,msr,LEAF-5,cm,09/14/2015,2015,257,98
8,2.3,gleaf_wid,msr,LEAF-1,cm,09/14/2015,2015,257,98
8,2,gleaf_wid,msr,LEAF-2,cm,09/14/2015,2015,257,98
8,2.9,gleaf_wid,msr,LEAF-3,cm,09/14/2015,2015,257,98
8,1.8,gleaf_wid,msr,LEAF-4,cm,09/14/2015,2015,257,98
8,1.3,gleaf_wid,msr,LEAF-5,cm,09/14/2015,2015,257,98
8,0.7,gleaf_wid,msr,LEAF-6,cm,09/14/2015,2015,257,98
8,2.3,gleaf_wid,msr,LEAF-1,cm,09/14/2015,2015,257,98
8,2.6,gleaf_wid,msr,LEAF-2,cm,09/14/2015,2015,257,98
8,1.8,gleaf_wid,msr,LEAF-3,cm,09/14/2015,2015,257,98
8,2.1,gleaf_wid,msr,LEAF-4,cm,09/14/2015,2015,257,98
8,1.2,gleaf_wid,msr,LEAF-5,cm,09/14/2015,2015,257,98
8,2.4,gleaf_wid,msr,LEAF-1,cm,09/14/2015,2015,257,98
8,2.3,gleaf_wid,msr,LEAF-2,cm,09/14/2015,2015,257,98
8,2.1,gleaf_wid,msr,LEAF-3,cm,09/14/2015,2015,257,98
8,1.4,gleaf_wid,msr,LEAF-4,cm,09/14/2015,2015,257,98
8,2,gleaf_wid,msr,LEAF-5,cm,09/14/2015,2015,257,98
8,2,gleaf_wid,msr,LEAF-1,cm,09/14/2015,2015,257,98
8,1.8,gleaf_wid,msr,LEAF-2,cm,09/14/2015,2015,257,98
8,2,gleaf_wid,msr,LEAF-3,cm,09/14/2015,2015,257,98
8,1.4,gleaf_wid,msr,LEAF-4,cm,09/14/2015,2015,257,98
8,1.5,gleaf_wid,msr,LEAF-5,cm,09/14/2015,2015,257,98
8,1.2,gleaf_wid,msr,LEAF-6,cm,09/14/2015,2015,257,98
8,2,gleaf_wid,msr,LEAF-1,cm,09/14/2015,2015,257,98
8,1.9,gleaf_wid,msr,LEAF-2,cm,09/14/2015,2015,257,98
8,1.6,gleaf_wid,msr,LEAF-3,cm,09/14/2015,2015,257,98
8,1.3,gleaf_wid,msr,LEAF-4,cm,09/14/2015,2015,257,98
8,3.1,gleaf_wid,msr,LEAF-1,cm,09/14/2015,2015,257,98
8,2.5,gleaf_wid,msr,LEAF-2,cm,09/14/2015,2015,257,98
8,2.9,gleaf_wid,msr,LEAF-3,cm,09/14/2015,2015,257,98
8,2.4,gleaf_wid,msr,LEAF-4,cm,09/14/2015,2015,257,98
8,1.9,gleaf_wid,msr,LEAF-5,cm,09/14/2015,2015,257,98
8,2.3,gleaf_wid,msr,LEAF-1,cm,09/14/2015,2015,257,98
8,2.1,gleaf_wid,msr,LEAF-2,cm,09/14/2015,2015,257,98
8,2.1,gleaf_wid,msr,LEAF-3,cm,09/14/2015,2015,257,98
8,1.6,gleaf_wid,msr,LEAF-4,cm,09/14/2015,2015,257,98
8,2.3,gleaf_wid,msr,LEAF-1,cm,09/14/2015,2015,257,98
8,2.3,gleaf_wid,msr,LEAF-2,cm,09/14/2015,2015,257,98
8,1.4,gleaf_wid,msr,LEAF-3,cm,09/14/2015,2015,257,98
8,1.2,gleaf_wid,msr,LEAF-4,cm,09/14/2015,2015,257,98
8,1.1,gleaf_wid,msr,LEAF-5,cm,09/14/2015,2015,257,98
7,2.1,gleaf_wid,msr,LEAF-1,cm,09/14/2015,2015,257,98
7,2.2,gleaf_wid,msr,LEAF-2,cm,09/14/2015,2015,257,98
7,2.1,gleaf_wid,msr,LEAF-3,cm,09/14/2015,2015,257,98
7,1.7,gleaf_wid,msr,LEAF-4,cm,09/14/2015,2015,257,98
7,2.5,gleaf_wid,msr,LEAF-1,cm,09/14/2015,2015,257,98
7,2.1,gleaf_wid,msr,LEAF-2,cm,09/14/2015,2015,257,98
7,1.7,gleaf_wid,msr,LEAF-3,cm,09/14/2015,2015,257,98
7,1.6,gleaf_wid,msr,LEAF-4,cm,09/14/2015,2015,257,98
7,1.5,gleaf_wid,msr,LEAF-1,cm,09/14/2015,2015,257,98
7,1.9,gleaf_wid,msr,LEAF-2,cm,09/14/2015,2015,257,98
7,1.5,gleaf_wid,msr,LEAF-3,cm,09/14/2015,2015,257,98
7,2.1,gleaf_wid,msr,LEAF-1,cm,09/14/2015,2015,257,98
7,1.6,gleaf_wid,msr,LEAF-2,cm,09/14/2015,2015,257,98
7,1.5,gleaf_wid,msr,LEAF-3,cm,09/14/2015,2015,257,98
7,1.5,gleaf_wid,msr,LEAF-4,cm,09/14/2015,2015,257,98
7,1.2,gleaf_wid,msr,LEAF-5,cm,09/14/2015,2015,257,98
7,2.5,gleaf_wid,msr,LEAF-1,cm,09/14/2015,2015,257,98
7,2.3,gleaf_wid,msr,LEAF-2,cm,09/14/2015,2015,257,98
7,2,gleaf_wid,msr,LEAF-3,cm,09/14/2015,2015,257,98
7,1.5,gleaf_wid,msr,LEAF-4,cm,09/14/2015,2015,257,98
7,1,gleaf_wid,msr,LEAF-1,cm,09/14/2015,2015,257,98
7,1.3,gleaf_wid,msr,LEAF-2,cm,09/14/2015,2015,257,98
7,1.6,gleaf_wid,msr,LEAF-3,cm,09/14/2015,2015,257,98
7,1.1,gleaf_wid,msr,LEAF-4,cm,09/14/2015,2015,257,98
7,2.2,gleaf_wid,msr,LEAF-1,cm,09/14/2015,2015,257,98
7,1.9,gleaf_wid,msr,LEAF-2,cm,09/14/2015,2015,257,98
7,1.6,gleaf_wid,msr,LEAF-3,cm,09/14/2015,2015,257,98
7,1.2,gleaf_wid,msr,LEAF-4,cm,09/14/2015,2015,257,98
7,2,gleaf_wid,msr,LEAF-1,cm,09/14/2015,2015,257,98
7,2.8,gleaf_wid,msr,LEAF-2,cm,09/14/2015,2015,257,98
7,2.9,gleaf_wid,msr,LEAF-3,cm,09/14/2015,2015,257,98
7,2.1,gleaf_wid,msr,LEAF-4,cm,09/14/2015,2015,257,98
7,2.9,gleaf_wid,msr,LEAF-5,cm,09/14/2015,2015,257,98
7,2.4,gleaf_wid,msr,LEAF-1,cm,09/14/2015,2015,257,98
7,2.3,gleaf_wid,msr,LEAF-2,cm,09/14/2015,2015,257,98
7,2.5,gleaf_wid,msr,LEAF-3,cm,09/14/2015,2015,257,98
7,2,gleaf_wid,msr,LEAF-4,cm,09/14/2015,2015,257,98
7,2.6,gleaf_wid,msr,LEAF-1,cm,09/14/2015,2015,257,98
7,2.7,gleaf_wid,msr,LEAF-2,cm,09/14/2015,2015,257,98
7,1.7,gleaf_wid,msr,LEAF-3,cm,09/14/2015,2015,257,98
7,2,gleaf_wid,msr,LEAF-4,cm,09/14/2015,2015,257,98
7,2.4,gleaf_wid,msr,LEAF-5,cm,09/14/2015,2015,257,98
7,2.3,gleaf_wid,msr,LEAF-6,cm,09/14/2015,2015,257,98
7,1.5,gleaf_wid,msr,LEAF-1,cm,09/14/2015,2015,257,98
7,1.3,gleaf_wid,msr,LEAF-2,cm,09/14/2015,2015,257,98
7,1,gleaf_wid,msr,LEAF-3,cm,09/14/2015,2015,257,98
7,1.9,gleaf_wid,msr,LEAF-1,cm,09/14/2015,2015,257,98
7,1.4,gleaf_wid,msr,LEAF-2,cm,09/14/2015,2015,257,98
7,1.5,gleaf_wid,msr,LEAF-3,cm,09/14/2015,2015,257,98
7,1.9,gleaf_wid,msr,LEAF-1,cm,09/14/2015,2015,257,98
7,1.3,gleaf_wid,msr,LEAF-2,cm,09/14/2015,2015,257,98
7,1.7,gleaf_wid,msr,LEAF-3,cm,09/14/2015,2015,257,98
7,2.3,gleaf_wid,msr,LEAF-1,cm,09/14/2015,2015,257,98
7,2.5,gleaf_wid,msr,LEAF-2,cm,09/14/2015,2015,257,98
7,2,gleaf_wid,msr,LEAF-3,cm,09/14/2015,2015,257,98
7,2.1,gleaf_wid,msr,LEAF-1,cm,09/14/2015,2015,257,98
7,2.2,gleaf_wid,msr,LEAF-1,cm,09/14/2015,2015,257,98
7,1.7,gleaf_wid,msr,LEAF-2,cm,09/14/2015,2015,257,98
7,1.1,gleaf_wid,msr,LEAF-3,cm,09/14/2015,2015,257,98
7,1.7,gleaf_wid,msr,LEAF-4,cm,09/14/2015,2015,257,98
8,2.2,gleaf_wid,msr,LEAF-1,cm,10/12/2015,2015,285,126
8,2.4,gleaf_wid,msr,LEAF-2,cm,10/12/2015,2015,285,126
8,2.2,gleaf_wid,msr,LEAF-3,cm,10/12/2015,2015,285,126
8,2.1,gleaf_wid,msr,LEAF-4,cm,10/12/2015,2015,285,126
8,1.8,gleaf_wid,msr,LEAF-5,cm,10/12/2015,2015,285,126
8,1.9,gleaf_wid,msr,LEAF-1,cm,10/12/2015,2015,285,126
8,2,gleaf_wid,msr,LEAF-2,cm,10/12/2015,2015,285,126
8,1.9,gleaf_wid,msr,LEAF-3,cm,10/12/2015,2015,285,126
8,1.8,gleaf_wid,msr,LEAF-4,cm,10/12/2015,2015,285,126
8,1.5,gleaf_wid,msr,LEAF-5,cm,10/12/2015,2015,285,126
8,2.5,gleaf_wid,msr,LEAF-1,cm,10/12/2015,2015,285,126
8,2.6,gleaf_wid,msr,LEAF-2,cm,10/12/2015,2015,285,126
8,2.5,gleaf_wid,msr,LEAF-3,cm,10/12/2015,2015,285,126
8,2.2,gleaf_wid,msr,LEAF-4,cm,10/12/2015,2015,285,126
8,2.9,gleaf_wid,msr,LEAF-5,cm,10/12/2015,2015,285,126
8,2.9,gleaf_wid,msr,LEAF-1,cm,10/12/2015,2015,285,126
8,2.7,gleaf_wid,msr,LEAF-2,cm,10/12/2015,2015,285,126
8,2.9,gleaf_wid,msr,LEAF-3,cm,10/12/2015,2015,285,126
8,2.6,gleaf_wid,msr,LEAF-4,cm,10/12/2015,2015,285,126
8,2.4,gleaf_wid,msr,LEAF-5,cm,10/12/2015,2015,285,126
8,2.4,gleaf_wid,msr,LEAF-6,cm,10/12/2015,2015,285,126
8,2,gleaf_wid,msr,LEAF-7,cm,10/12/2015,2015,285,126
8,2.4,gleaf_wid,msr,LEAF-1,cm,10/12/2015,2015,285,126
8,2.3,gleaf_wid,msr,LEAF-2,cm,10/12/2015,2015,285,126
8,2.3,gleaf_wid,msr,LEAF-3,cm,10/12/2015,2015,285,126
8,1.9,gleaf_wid,msr,LEAF-4,cm,10/12/2015,2015,285,126
8,3,gleaf_wid,msr,LEAF-1,cm,10/12/2015,2015,285,126
8,2.5,gleaf_wid,msr,LEAF-2,cm,10/12/2015,2015,285,126
8,3.1,gleaf_wid,msr,LEAF-3,cm,10/12/2015,2015,285,126
8,2.9,gleaf_wid,msr,LEAF-4,cm,10/12/2015,2015,285,126
8,2.7,gleaf_wid,msr,LEAF-5,cm,10/12/2015,2015,285,126
8,2.3,gleaf_wid,msr,LEAF-6,cm,10/12/2015,2015,285,126
8,3.2,gleaf_wid,msr,LEAF-1,cm,10/12/2015,2015,285,126
8,3.5,gleaf_wid,msr,LEAF-2,cm,10/12/2015,2015,285,126
8,3.5,gleaf_wid,msr,LEAF-3,cm,10/12/2015,2015,285,126
8,3.1,gleaf_wid,msr,LEAF-4,cm,10/12/2015,2015,285,126
8,3,gleaf_wid,msr,LEAF-5,cm,10/12/2015,2015,285,126
8,3.4,gleaf_wid,msr,LEAF-1,cm,10/12/2015,2015,285,126
8,3.1,gleaf_wid,msr,LEAF-2,cm,10/12/2015,2015,285,126
8,3.1,gleaf_wid,msr,LEAF-3,cm,10/12/2015,2015,285,126
8,2.9,gleaf_wid,msr,LEAF-4,cm,10/12/2015,2015,285,126
8,3,gleaf_wid,msr,LEAF-5,cm,10/12/2015,2015,285,126
8,3.3,gleaf_wid,msr,LEAF-6,cm,10/12/2015,2015,285,126
8,2.8,gleaf_wid,msr,LEAF-1,cm,10/12/2015,2015,285,126
8,2.5,gleaf_wid,msr,LEAF-2,cm,10/12/2015,2015,285,126
8,2.4,gleaf_wid,msr,LEAF-3,cm,10/12/2015,2015,285,126
8,2.5,gleaf_wid,msr,LEAF-4,cm,10/12/2015,2015,285,126
8,2.4,gleaf_wid,msr,LEAF-5,cm,10/12/2015,2015,285,126
8,3.7,gleaf_wid,msr,LEAF-1,cm,10/12/2015,2015,285,126
8,3.1,gleaf_wid,msr,LEAF-2,cm,10/12/2015,2015,285,126
8,3.2,gleaf_wid,msr,LEAF-3,cm,10/12/2015,2015,285,126
8,3,gleaf_wid,msr,LEAF-4,cm,10/12/2015,2015,285,126
8,2.6,gleaf_wid,msr,LEAF-5,cm,10/12/2015,2015,285,126
8,2.7,gleaf_wid,msr,LEAF-6,cm,10/12/2015,2015,285,126
8,2.5,gleaf_wid,msr,LEAF-7,cm,10/12/2015,2015,285,126
8,4.1,gleaf_wid,msr,LEAF-1,cm,10/12/2015,2015,285,126
8,3.8,gleaf_wid,msr,LEAF-2,cm,10/12/2015,2015,285,126
8,3.5,gleaf_wid,msr,LEAF-3,cm,10/12/2015,2015,285,126
8,3.5,gleaf_wid,msr,LEAF-4,cm,10/12/2015,2015,285,126
8,3.3,gleaf_wid,msr,LEAF-5,cm,10/12/2015,2015,285,126
8,2.4,gleaf_wid,msr,LEAF-6,cm,10/12/2015,2015,285,126
8,2.8,gleaf_wid,msr,LEAF-7,cm,10/12/2015,2015,285,126
8,1.9,gleaf_wid,msr,LEAF-8,cm,10/12/2015,2015,285,126
8,2.5,gleaf_wid,msr,LEAF-1,cm,10/12/2015,2015,285,126
8,2.3,gleaf_wid,msr,LEAF-2,cm,10/12/2015,2015,285,126
8,2.4,gleaf_wid,msr,LEAF-3,cm,10/12/2015,2015,285,126
8,2.6,gleaf_wid,msr,LEAF-4,cm,10/12/2015,2015,285,126
8,2.4,gleaf_wid,msr,LEAF-5,cm,10/12/2015,2015,285,126
8,2.3,gleaf_wid,msr,LEAF-6,cm,10/12/2015,2015,285,126
8,2.9,gleaf_wid,msr,LEAF-1,cm,10/12/2015,2015,285,126
8,2.7,gleaf_wid,msr,LEAF-2,cm,10/12/2015,2015,285,126
8,2.8,gleaf_wid,msr,LEAF-3,cm,10/12/2015,2015,285,126
8,2.8,gleaf_wid,msr,LEAF-4,cm,10/12/2015,2015,285,126
8,2.5,gleaf_wid,msr,LEAF-5,cm,10/12/2015,2015,285,126
8,2,gleaf_wid,msr,LEAF-6,cm,10/12/2015,2015,285,126
8,3.5,gleaf_wid,msr,LEAF-1,cm,10/12/2015,2015,285,126
8,3.4,gleaf_wid,msr,LEAF-2,cm,10/12/2015,2015,285,126
8,3.5,gleaf_wid,msr,LEAF-3,cm,10/12/2015,2015,285,126
8,3.3,gleaf_wid,msr,LEAF-4,cm,10/12/2015,2015,285,126
8,3.3,gleaf_wid,msr,LEAF-5,cm,10/12/2015,2015,285,126
8,2.9,gleaf_wid,msr,LEAF-6,cm,10/12/2015,2015,285,126
8,2.9,gleaf_wid,msr,LEAF-7,cm,10/12/2015,2015,285,126
8,3.4,gleaf_wid,msr,LEAF-1,cm,10/12/2015,2015,285,126
8,3.2,gleaf_wid,msr,LEAF-2,cm,10/12/2015,2015,285,126
8,2.9,gleaf_wid,msr,LEAF-3,cm,10/12/2015,2015,285,126
8,2.6,gleaf_wid,msr,LEAF-4,cm,10/12/2015,2015,285,126
8,3.1,gleaf_wid,msr,LEAF-1,cm,10/12/2015,2015,285,126
8,3.4,gleaf_wid,msr,LEAF-2,cm,10/12/2015,2015,285,126
8,3,gleaf_wid,msr,LEAF-3,cm,10/12/2015,2015,285,126
8,2.3,gleaf_wid,msr,LEAF-4,cm,10/12/2015,2015,285,126
8,2.4,gleaf_wid,msr,LEAF-5,cm,10/12/2015,2015,285,126
8,1.5,gleaf_wid,msr,LEAF-6,cm,10/12/2015,2015,285,126
7,3.2,gleaf_wid,msr,LEAF-1,cm,10/12/2015,2015,285,126
7,3.4,gleaf_wid,msr,LEAF-2,cm,10/12/2015,2015,285,126
7,2.9,gleaf_wid,msr,LEAF-3,cm,10/12/2015,2015,285,126
7,2.1,gleaf_wid,msr,LEAF-4,cm,10/12/2015,2015,285,126
7,1.9,gleaf_wid,msr,LEAF-5,cm,10/12/2015,2015,285,126
7,3.4,gleaf_wid,msr,LEAF-1,cm,10/12/2015,2015,285,126
7,3.3,gleaf_wid,msr,LEAF-2,cm,10/12/2015,2015,285,126
7,3.1,gleaf_wid,msr,LEAF-3,cm,10/12/2015,2015,285,126
7,2.8,gleaf_wid,msr,LEAF-4,cm,10/12/2015,2015,285,126
7,2.4,gleaf_wid,msr,LEAF-5,cm,10/12/2015,2015,285,126
